user_id,channel,campaign,signup_date,acquisition_cost_eur
U100125,Direct,Mobile_App,2026-02-11,0.0
U100126,Organic,Crypto_Beginners,2025-08-19,0.0
U100127,Referral,Referral_2025,2025-06-20,16.94
U100128,Social,Trading_101,2026-06-25,17.15
U100129,Paid Search,Retargeting,2025-02-05,12.04
U100130,Social,Crypto_Beginners,2026-06-09,13.44
U100131,Organic,Crypto_Beginners,2025-06-09,0.0
U100132,Social,Mobile_App,2025-08-31,15.62
U100133,Affiliate,Referral_2025,2025-03-27,27.71
U100134,Organic,Summer_Campaign,2026-08-01,0.0
U100135,Organic,Retargeting,2026-07-11,0.0
U100136,Organic,Summer_Campaign,2026-07-28,0.0
U100137,Social,Referral_2025,2025-01-28,11.19
U100138,Affiliate,Brand,2026-07-10,18.36
U100139,Organic,Summer_Campaign,2025-12-06,0.0
U100140,Organic,European_Market,2025-11-27,0.0
U100141,Organic,Retargeting,2026-05-21,0.0
U100142,Social,Summer_Campaign,2025-12-14,17.79
U100143,Email,Brand,2026-04-18,4.68
U100144,Paid Search,Crypto_Beginners,2025-08-19,16.63
U100145,Social,Crypto_Beginners,2025-07-09,13.97
U100146,Organic,Brand,2025-08-13,0.0
U100147,Organic,Trading_101,2026-01-20,0.0
U100148,Organic,Summer_Campaign,2026-01-12,0.0
U100149,Organic,Brand,2025-10-10,0.0
U100150,Paid Search,Retargeting,2025-09-16,17.73
U100151,Organic,Summer_Campaign,2025-12-25,0.0
U100152,Paid Search,Retargeting,2026-04-01,20.71
U100153,Organic,Referral_2025,2026-02-15,0.0
U100154,Social,Mobile_App,2025-11-14,9.11
U100155,Organic,Referral_2025,2025-08-13,0.0
U100156,Referral,European_Market,2025-08-22,7.36
U100157,Paid Search,Referral_2025,2026-01-09,18.67
U100158,Referral,Retargeting,2026-08-31,12.6
U100159,Social,Retargeting,2026-04-17,17.48
U100160,Organic,Brand,2025-08-21,0.0
U100161,Direct,Summer_Campaign,2025-04-23,0.0
U100162,Social,Crypto_Beginners,2026-05-12,12.87
U100163,Referral,Mobile_App,2026-03-18,9.05
U100164,Email,European_Market,2026-07-18,3.41
U100165,Organic,Brand,2025-09-25,0.0
U100166,Paid Search,Brand,2026-05-25,17.79
U100167,Organic,Brand,2026-01-21,0.0
U100168,Paid Search,Crypto_Beginners,2026-01-22,18.98
U100169,Referral,Summer_Campaign,2025-04-23,8.22
U100170,Affiliate,Retargeting,2025-03-22,23.02
U100171,Organic,Trading_101,2025-04-23,0.0
U100172,Social,European_Market,2025-01-02,10.1
U100173,Organic,Referral_2025,2025-08-08,0.0
U100174,Referral,Summer_Campaign,2026-07-20,10.08
U100175,Organic,Summer_Campaign,2025-08-13,0.0
U100176,Affiliate,Retargeting,2026-01-20,18.8
U100177,Paid Search,Trading_101,2026-02-07,34.82
U100178,Email,Mobile_App,2025-05-10,4.88
U100179,Paid Search,European_Market,2025-02-22,21.26
U100180,Paid Search,Trading_101,2026-02-20,18.95
U100181,Paid Search,Mobile_App,2025-09-04,19.58
U100182,Paid Search,Crypto_Beginners,2026-03-15,15.54
U100183,Referral,Crypto_Beginners,2025-07-22,8.97
U100184,Paid Search,Summer_Campaign,2025-07-03,21.18
U100185,Organic,Brand,2025-05-03,0.0
U100186,Social,Brand,2026-02-05,22.09
U100187,Paid Search,European_Market,2025-10-21,14.54
U100188,Social,Summer_Campaign,2025-10-07,15.74
U100189,Paid Search,Brand,2025-07-17,17.06
U100190,Paid Search,Mobile_App,2026-05-26,16.41
U100191,Social,Brand,2025-05-24,9.04
U100192,Organic,Brand,2025-07-20,0.0
U100193,Organic,Brand,2025-05-04,0.0
U100194,Organic,Summer_Campaign,2025-07-06,0.0
U100195,Paid Search,Retargeting,2025-11-22,21.64
U100196,Organic,Summer_Campaign,2026-04-09,0.0
U100197,Referral,Referral_2025,2025-12-15,10.38
U100198,Organic,Retargeting,2026-02-07,0.0
U100199,Organic,Brand,2025-12-12,0.0
U100200,Affiliate,Retargeting,2026-05-26,19.03
U100201,Referral,Trading_101,2025-05-27,15.42
U100202,Direct,Summer_Campaign,2025-05-28,0.0
U100203,Organic,Trading_101,2026-05-04,0.0
U100204,Organic,Brand,2026-07-05,0.0
U100205,Paid Search,Trading_101,2025-12-04,14.64
U100206,Paid Search,Retargeting,2026-04-18,16.58
U100207,Organic,Crypto_Beginners,2025-05-31,0.0
U100208,Organic,European_Market,2026-02-19,0.0
U100209,Organic,Mobile_App,2025-10-25,0.0
U100210,Direct,Referral_2025,2025-09-20,0.0
U100211,Direct,Summer_Campaign,2025-05-24,0.0
U100212,Email,Mobile_App,2025-12-12,4.62
U100213,Social,European_Market,2026-07-26,14.49
U100214,Organic,Retargeting,2025-01-02,0.0
U100215,Email,Crypto_Beginners,2025-10-31,4.92
U100216,Social,European_Market,2025-09-11,14.81
U100217,Paid Search,Trading_101,2026-03-29,12.15
U100218,Email,Brand,2025-02-06,5.88
U100219,Organic,Crypto_Beginners,2025-06-09,0.0
U100220,Direct,Trading_101,2025-01-09,0.0
U100221,Paid Search,Summer_Campaign,2025-08-21,19.64
U100222,Direct,Trading_101,2025-04-09,0.0
U100223,Social,Retargeting,2025-07-27,10.53
U100224,Organic,Referral_2025,2025-05-11,0.0
U100225,Email,Summer_Campaign,2026-02-08,5.71
U100226,Referral,Referral_2025,2025-06-01,11.89
U100227,Direct,Summer_Campaign,2025-02-23,0.0
U100228,Social,Referral_2025,2025-04-30,17.26
U100229,Direct,Brand,2026-08-10,0.0
U100230,Social,Retargeting,2026-02-24,14.38
U100231,Direct,European_Market,2026-02-26,0.0
U100232,Email,Crypto_Beginners,2025-04-14,4.38
U100233,Paid Search,European_Market,2025-09-11,19.64
U100234,Social,Mobile_App,2025-08-15,18.27
U100235,Affiliate,Mobile_App,2025-04-22,29.52
U100236,Referral,Summer_Campaign,2026-05-25,10.52
U100237,Paid Search,Mobile_App,2026-04-18,14.71
U100238,Referral,European_Market,2025-04-09,6.85
U100239,Paid Search,Referral_2025,2025-06-02,24.22
U100240,Social,Retargeting,2025-12-04,10.85
U100241,Email,Summer_Campaign,2025-06-12,3.18
U100242,Social,Referral_2025,2025-06-10,11.01
U100243,Organic,Mobile_App,2026-08-03,0.0
U100244,Organic,European_Market,2026-02-02,0.0
U100245,Paid Search,Brand,2025-10-04,31.01
U100246,Social,Summer_Campaign,2026-05-19,12.42
U100247,Affiliate,Retargeting,2026-01-27,32.44
U100248,Paid Search,Retargeting,2025-05-15,19.33
U100249,Referral,European_Market,2025-07-14,8.02
U100250,Paid Search,Brand,2026-02-05,13.4
U100251,Referral,Summer_Campaign,2025-02-02,7.86
U100252,Referral,Retargeting,2026-04-05,6.3
U100253,Organic,Mobile_App,2026-04-15,0.0
U100254,Affiliate,Retargeting,2026-01-10,27.12
U100255,Referral,Trading_101,2025-01-22,8.97
U100256,Email,Trading_101,2025-02-07,4.34
U100257,Referral,Brand,2025-08-18,6.51
U100258,Social,Summer_Campaign,2025-12-31,12.99
U100259,Paid Search,Mobile_App,2026-07-17,21.25
U100260,Paid Search,Trading_101,2026-03-14,18.54
U100261,Direct,Brand,2025-10-10,0.0
U100262,Affiliate,Mobile_App,2025-01-27,16.16
U100263,Direct,Mobile_App,2025-08-14,0.0
U100264,Organic,Brand,2025-10-04,0.0
U100265,Referral,Crypto_Beginners,2025-10-11,9.27
U100266,Organic,Summer_Campaign,2026-04-26,0.0
U100267,Social,Mobile_App,2026-03-29,11.17
U100268,Affiliate,Trading_101,2026-05-31,15.91
U100269,Affiliate,Trading_101,2026-07-01,22.49
U100270,Paid Search,Summer_Campaign,2025-07-11,11.44
U100271,Social,Mobile_App,2025-02-18,19.18
U100272,Social,Brand,2026-05-27,15.46
U100273,Paid Search,Retargeting,2025-01-17,18.53
U100274,Paid Search,European_Market,2025-06-21,24.06
U100275,Email,European_Market,2025-08-08,3.95
U100276,Paid Search,Summer_Campaign,2025-06-07,16.79
U100277,Social,Retargeting,2026-04-22,14.43
U100278,Social,European_Market,2025-02-15,11.9
U100279,Social,Referral_2025,2026-01-08,10.72
U100280,Email,Summer_Campaign,2026-06-02,5.1
U100281,Organic,Retargeting,2025-04-09,0.0
U100282,Organic,Crypto_Beginners,2025-02-06,0.0
U100283,Referral,Mobile_App,2025-10-07,17.68
U100284,Email,European_Market,2025-12-15,4.44
U100285,Direct,European_Market,2026-05-12,0.0
U100286,Affiliate,Retargeting,2025-10-29,35.57
U100287,Social,Referral_2025,2025-06-30,16.83
U100288,Social,Crypto_Beginners,2026-08-30,10.9
U100289,Organic,Referral_2025,2025-04-09,0.0
U100290,Email,Referral_2025,2025-04-26,4.06
U100291,Referral,Summer_Campaign,2025-07-10,11.19
U100292,Paid Search,Referral_2025,2025-09-10,14.31
U100293,Referral,Brand,2025-06-10,10.53
U100294,Organic,Crypto_Beginners,2025-09-13,0.0
U100295,Affiliate,Retargeting,2025-11-19,19.66
U100296,Organic,Summer_Campaign,2025-05-08,0.0
U100297,Paid Search,Trading_101,2025-01-18,16.98
U100298,Affiliate,Brand,2026-07-20,21.31
U100299,Direct,Retargeting,2026-07-24,0.0
U100300,Organic,Mobile_App,2025-11-19,0.0
U100301,Affiliate,Referral_2025,2025-10-15,23.53
U100302,Social,Summer_Campaign,2025-06-04,18.23
U100303,Referral,Trading_101,2026-05-05,6.75
U100304,Organic,Summer_Campaign,2026-01-21,0.0
U100305,Paid Search,Brand,2025-04-14,19.72
U100306,Email,Trading_101,2026-01-28,4.17
U100307,Organic,Referral_2025,2025-09-03,0.0
U100308,Direct,Referral_2025,2025-06-25,0.0
U100309,Paid Search,Brand,2025-02-08,14.97
U100310,Referral,Brand,2026-04-22,8.4
U100311,Paid Search,Mobile_App,2026-06-22,20.01
U100312,Social,European_Market,2026-02-12,13.41
U100313,Social,Trading_101,2026-06-09,17.98
U100314,Direct,Referral_2025,2026-05-21,0.0
U100315,Direct,Mobile_App,2025-02-05,0.0
U100316,Email,Crypto_Beginners,2025-01-20,9.6
U100317,Organic,Mobile_App,2025-11-17,0.0
U100318,Referral,Brand,2026-05-27,7.02
U100319,Direct,European_Market,2026-02-04,0.0
U100320,Paid Search,Referral_2025,2026-04-16,20.41
U100321,Social,Summer_Campaign,2025-05-23,13.38
U100322,Social,Retargeting,2025-04-02,14.24
U100323,Paid Search,Trading_101,2025-12-20,10.9
U100324,Organic,Brand,2025-02-20,0.0
U100325,Organic,European_Market,2026-07-29,0.0
U100326,Affiliate,Crypto_Beginners,2025-07-09,22.06
U100327,Referral,Trading_101,2025-05-05,10.56
U100328,Social,Crypto_Beginners,2025-05-30,21.86
U100329,Organic,Mobile_App,2025-11-10,0.0
U100330,Referral,Crypto_Beginners,2026-07-24,9.38
U100331,Organic,European_Market,2025-12-08,0.0
U100332,Organic,Mobile_App,2025-11-01,0.0
U100333,Referral,Brand,2025-02-23,6.1
U100334,Email,Trading_101,2026-03-20,3.43
U100335,Paid Search,Summer_Campaign,2025-09-21,20.58
U100336,Referral,Trading_101,2025-02-22,6.41
U100337,Paid Search,Summer_Campaign,2026-07-26,10.47
U100338,Paid Search,Trading_101,2025-01-05,19.04
U100339,Paid Search,Crypto_Beginners,2025-04-13,16.71
U100340,Affiliate,Trading_101,2025-07-15,25.31
U100341,Paid Search,Summer_Campaign,2025-12-16,11.24
U100342,Email,Referral_2025,2025-02-16,5.98
U100343,Email,Mobile_App,2025-09-26,4.68
U100344,Social,Referral_2025,2026-01-05,13.47
U100345,Social,Crypto_Beginners,2025-04-16,9.88
U100346,Social,Crypto_Beginners,2025-04-30,9.43
U100347,Organic,Crypto_Beginners,2026-08-27,0.0
U100348,Referral,Retargeting,2025-02-27,7.64
U100349,Email,Retargeting,2025-12-12,7.37
U100350,Referral,Mobile_App,2026-04-19,8.58
U100351,Direct,Brand,2025-04-27,0.0
U100352,Referral,Summer_Campaign,2025-05-07,5.0
U100353,Referral,Crypto_Beginners,2026-01-28,7.07
U100354,Direct,Brand,2025-02-27,0.0
U100355,Referral,Mobile_App,2026-05-28,11.61
U100356,Direct,Retargeting,2025-04-06,0.0
U100357,Referral,Referral_2025,2025-04-28,9.64
U100358,Social,Retargeting,2026-07-14,13.0
U100359,Social,Retargeting,2026-08-24,8.09
U100360,Social,Retargeting,2026-05-03,17.41
U100361,Organic,Retargeting,2025-08-25,0.0
U100362,Organic,Trading_101,2025-09-29,0.0
U100363,Email,Brand,2025-07-08,4.21
U100364,Referral,European_Market,2026-03-23,6.26
U100365,Email,Referral_2025,2026-08-04,4.57
U100366,Organic,Brand,2025-09-04,0.0
U100367,Referral,Trading_101,2025-03-17,10.35
U100368,Email,Mobile_App,2025-06-03,3.56
U100369,Organic,Referral_2025,2026-03-11,0.0
U100370,Paid Search,Retargeting,2025-03-27,13.34
U100371,Social,European_Market,2025-10-12,19.04
U100372,Organic,Summer_Campaign,2025-08-08,0.0
U100373,Affiliate,Retargeting,2025-03-10,17.54
U100374,Referral,Crypto_Beginners,2025-02-16,9.06
U100375,Organic,Brand,2025-04-04,0.0
U100376,Organic,Brand,2026-03-29,0.0
U100377,Email,Brand,2025-07-23,4.83
U100378,Organic,Crypto_Beginners,2025-08-06,0.0
U100379,Organic,European_Market,2026-04-19,0.0
U100380,Referral,Referral_2025,2026-03-08,10.0
U100381,Affiliate,Referral_2025,2025-12-07,31.35
U100382,Email,Referral_2025,2026-07-05,7.12
U100383,Organic,Referral_2025,2025-10-16,0.0
U100384,Direct,Trading_101,2025-09-11,0.0
U100385,Paid Search,Referral_2025,2025-12-23,22.4
U100386,Organic,Trading_101,2025-01-23,0.0
U100387,Social,Brand,2026-06-06,9.67
U100388,Direct,Brand,2025-04-10,0.0
U100389,Social,Retargeting,2025-06-29,13.98
U100390,Email,Crypto_Beginners,2025-08-11,4.16
U100391,Paid Search,Retargeting,2026-03-18,14.78
U100392,Organic,Referral_2025,2026-08-31,0.0
U100393,Organic,Trading_101,2025-11-21,0.0
U100394,Paid Search,Brand,2026-05-31,18.16
U100395,Paid Search,Crypto_Beginners,2025-01-16,24.57
U100396,Paid Search,Referral_2025,2025-12-02,14.26
U100397,Organic,Brand,2025-09-15,0.0
U100398,Affiliate,Summer_Campaign,2026-05-12,15.54
U100399,Referral,Retargeting,2025-06-09,11.48
U100400,Paid Search,Crypto_Beginners,2026-04-20,15.75
U100401,Affiliate,Trading_101,2026-01-15,18.68
U100402,Paid Search,Brand,2026-06-29,21.13
U100403,Organic,Brand,2026-03-03,0.0
U100404,Affiliate,Referral_2025,2025-09-25,21.29
U100405,Direct,Trading_101,2026-07-31,0.0
U100406,Direct,Trading_101,2026-02-21,0.0
U100407,Affiliate,Retargeting,2025-06-17,20.28
U100408,Direct,European_Market,2025-02-12,0.0
U100409,Affiliate,Summer_Campaign,2026-07-10,22.98
U100410,Organic,European_Market,2025-10-12,0.0
U100411,Direct,Crypto_Beginners,2026-02-01,0.0
U100412,Email,Trading_101,2025-01-12,4.04
U100413,Paid Search,Crypto_Beginners,2026-08-30,14.91
U100414,Referral,Mobile_App,2025-10-29,9.82
U100415,Organic,Crypto_Beginners,2025-09-10,0.0
U100416,Referral,Brand,2026-05-14,9.37
U100417,Referral,Trading_101,2025-02-04,11.14
U100418,Affiliate,European_Market,2025-03-31,26.28
U100419,Email,Brand,2026-08-28,5.73
U100420,Social,Mobile_App,2026-08-25,14.84
U100421,Email,Brand,2026-02-22,3.14
U100422,Direct,Retargeting,2025-04-25,0.0
U100423,Paid Search,Crypto_Beginners,2025-07-15,23.87
U100424,Affiliate,Retargeting,2026-05-16,23.36
U100425,Organic,Mobile_App,2026-05-08,0.0
U100426,Paid Search,Summer_Campaign,2025-03-16,8.23
U100427,Organic,Crypto_Beginners,2026-02-17,0.0
U100428,Referral,Crypto_Beginners,2026-01-11,8.27
U100429,Referral,Mobile_App,2026-02-24,8.71
U100430,Organic,Crypto_Beginners,2025-10-04,0.0
U100431,Social,Retargeting,2026-01-29,13.94
U100432,Email,Mobile_App,2026-04-02,5.17
U100433,Paid Search,Summer_Campaign,2025-07-11,16.01
U100434,Paid Search,European_Market,2025-04-09,22.28
U100435,Direct,Summer_Campaign,2026-07-02,0.0
U100436,Social,European_Market,2025-04-06,18.46
U100437,Email,Brand,2025-07-09,4.76
U100438,Email,Retargeting,2025-02-06,4.68
U100439,Social,Referral_2025,2026-01-04,9.71
U100440,Email,Trading_101,2026-06-09,5.08
U100441,Affiliate,Brand,2025-10-06,18.87
U100442,Paid Search,Brand,2025-08-05,20.24
U100443,Organic,Crypto_Beginners,2025-09-30,0.0
U100444,Referral,Summer_Campaign,2025-03-03,16.87
U100445,Social,Mobile_App,2026-08-19,14.51
U100446,Affiliate,Brand,2025-12-08,18.05
U100447,Email,European_Market,2026-02-01,6.01
U100448,Referral,Crypto_Beginners,2025-01-19,6.43
U100449,Direct,Retargeting,2025-06-26,0.0
U100450,Paid Search,Brand,2026-01-31,20.64
U100451,Paid Search,Summer_Campaign,2026-03-21,21.06
U100452,Organic,Trading_101,2025-08-21,0.0
U100453,Organic,Trading_101,2025-03-17,0.0
U100454,Referral,Crypto_Beginners,2025-09-22,6.52
U100455,Social,Crypto_Beginners,2026-03-31,13.85
U100456,Paid Search,Retargeting,2026-01-19,21.32
U100457,Affiliate,Crypto_Beginners,2026-07-18,23.6
U100458,Referral,Brand,2026-05-21,9.11
U100459,Organic,Retargeting,2026-01-02,0.0
U100460,Referral,Trading_101,2025-05-24,7.44
U100461,Social,Retargeting,2025-03-10,15.66
U100462,Organic,Trading_101,2025-04-09,0.0
U100463,Referral,Crypto_Beginners,2026-01-31,11.52
U100464,Organic,Retargeting,2025-01-25,0.0
U100465,Direct,Summer_Campaign,2026-04-14,0.0
U100466,Email,Brand,2026-04-29,4.72
U100467,Organic,Trading_101,2026-07-19,0.0
U100468,Referral,Mobile_App,2025-05-31,6.63
U100469,Direct,European_Market,2025-05-24,0.0
U100470,Email,Crypto_Beginners,2026-07-23,5.23
U100471,Paid Search,Crypto_Beginners,2025-02-08,15.56
U100472,Referral,Crypto_Beginners,2025-04-19,9.19
U100473,Referral,Brand,2025-02-11,11.63
U100474,Organic,Trading_101,2025-07-05,0.0
U100475,Social,Mobile_App,2026-02-02,12.74
U100476,Affiliate,Referral_2025,2025-08-11,21.82
U100477,Organic,Retargeting,2025-05-13,0.0
U100478,Organic,Trading_101,2025-06-12,0.0
U100479,Social,Crypto_Beginners,2025-08-03,13.21
U100480,Referral,Retargeting,2025-08-23,7.96
U100481,Direct,Trading_101,2026-08-11,0.0
U100482,Email,Summer_Campaign,2025-01-09,3.07
U100483,Referral,Retargeting,2025-03-15,5.52
U100484,Paid Search,Brand,2026-05-07,17.59
U100485,Direct,Retargeting,2025-09-10,0.0
U100486,Affiliate,Mobile_App,2025-08-18,24.84
U100487,Referral,Summer_Campaign,2026-06-03,5.4
U100488,Email,Summer_Campaign,2025-06-23,5.47
U100489,Social,Referral_2025,2025-06-17,10.09
U100490,Social,Mobile_App,2025-06-19,12.01
U100491,Organic,Brand,2026-01-28,0.0
U100492,Social,Trading_101,2025-07-13,14.17
U100493,Affiliate,Referral_2025,2026-06-01,24.23
U100494,Organic,Mobile_App,2025-01-29,0.0
U100495,Direct,European_Market,2025-06-14,0.0
U100496,Affiliate,Trading_101,2026-02-26,29.29
U100497,Referral,Summer_Campaign,2025-12-05,8.57
U100498,Email,European_Market,2026-05-11,6.5
U100499,Organic,Retargeting,2025-12-31,0.0
U100500,Social,European_Market,2025-12-08,11.9
U100501,Social,Brand,2026-05-15,13.11
U100502,Organic,Retargeting,2026-05-26,0.0
U100503,Paid Search,Mobile_App,2025-11-23,16.76
U100504,Email,Mobile_App,2025-08-05,3.29
U100505,Email,Brand,2025-10-28,5.56
U100506,Email,Retargeting,2025-05-12,5.18
U100507,Organic,Mobile_App,2025-03-11,0.0
U100508,Paid Search,Retargeting,2025-09-09,14.97
U100509,Referral,Referral_2025,2026-02-19,7.87
U100510,Organic,Trading_101,2026-03-21,0.0
U100511,Paid Search,Retargeting,2025-07-01,24.78
U100512,Paid Search,Crypto_Beginners,2025-06-16,16.21
U100513,Email,Brand,2025-04-01,5.57
U100514,Direct,European_Market,2026-06-15,0.0
U100515,Paid Search,Referral_2025,2025-02-08,10.47
U100516,Referral,Crypto_Beginners,2025-05-06,11.94
U100517,Social,Crypto_Beginners,2026-03-27,10.18
U100518,Direct,Retargeting,2025-06-22,0.0
U100519,Email,Crypto_Beginners,2025-08-08,4.58
U100520,Social,Trading_101,2025-02-27,18.33
U100521,Referral,European_Market,2026-04-21,9.84
U100522,Organic,Summer_Campaign,2026-04-01,0.0
U100523,Social,Summer_Campaign,2025-12-27,14.44
U100524,Social,Referral_2025,2025-01-01,13.63
U100525,Organic,Trading_101,2026-01-22,0.0
U100526,Organic,Trading_101,2025-12-14,0.0
U100527,Social,Brand,2025-07-09,10.54
U100528,Affiliate,Summer_Campaign,2026-05-20,13.2
U100529,Email,European_Market,2025-07-10,4.2
U100530,Organic,Retargeting,2026-05-23,0.0
U100531,Paid Search,Crypto_Beginners,2026-01-04,16.01
U100532,Referral,Summer_Campaign,2026-02-13,8.52
U100533,Affiliate,European_Market,2025-04-27,26.73
U100534,Organic,Trading_101,2025-05-14,0.0
